iter	MultiClass
326	0.006329621364
327	0.006314458185
328	0.00628571268
329	0.006272311879
330	0.006251490901
331	0.006235649327
332	0.00621683823
333	0.006200229463
334	0.006185224939
335	0.006165690792
336	0.006146065309
337	0.006120605348
338	0.00610853823
339	0.006092662776
340	0.006080195271
341	0.006051354438
342	0.006029753283
343	0.00601266012
344	0.005994240724
345	0.005983241337
346	0.005963147308
347	0.00595193219
348	0.005930622893
349	0.005914093719
350	0.005900382551
351	0.005884099174
352	0.005873294525
353	0.005861587433
354	0.005844992122
355	0.005826709978
356	0.005813212747
357	0.005790509727
358	0.005771690035
359	0.005752260436
360	0.005732727961
361	0.005712523746
362	0.005696828694
363	0.005681086012
364	0.005666106052
365	0.005649536497
366	0.005633507039
367	0.005617915872
368	0.005603339837
369	0.005584699847
370	0.0055666991
371	0.005547308648
372	0.005534645211
373	0.005519213736
374	0.005495570048
375	0.005482002903
376	0.005459039665
377	0.005446887592
378	0.005429060036
379	0.005417905825
380	0.005401610198
381	0.005389768641
382	0.005377302819
383	0.005367880263
384	0.005356139356
385	0.005334371092
386	0.005317461922
387	0.005302897688
388	0.005293090129
389	0.00527900228
390	0.005267578034
391	0.005252283747
392	0.005238278317
393	0.005220223367
394	0.005210075436
395	0.005192396915
396	0.005180272739
397	0.0051510363
398	0.005139442014
399	0.005117345619
400	0.00510916948
401	0.005086187915
402	0.005071475078
403	0.00505664827
404	0.005047509022
405	0.0050382459
406	0.005022660725
407	0.005013036829
408	0.004994566109
409	0.004986039643
410	0.004967796365
411	0.004959099718
412	0.004950929047
413	0.004930465876
414	0.004916195193
415	0.00489965746
416	0.004892075093
417	0.00487979019
418	0.00486680892
419	0.004852372452
420	0.004841070192
421	0.004831487113
422	0.004821132916
423	0.004806904887
424	0.004792030002
425	0.004784301581
426	0.004773189889
427	0.004758583254
428	0.004743303289
429	0.004735157807
430	0.004724958745
431	0.004711735833
432	0.004700306771
433	0.004692553019
434	0.004678390851
435	0.00466888567
436	0.004657503662
437	0.004647911887
438	0.004636978671
439	0.004628623821
440	0.004621149344
441	0.004611481726
442	0.004601326349
443	0.004590523759
444	0.004556169589
445	0.004548393799
446	0.004538377088
447	0.00452895986
448	0.004518214434
449	0.004506282579
450	0.004498357448
451	0.004485529891
452	0.004474781307
453	0.004461851833
454	0.004454522887
455	0.004445392345
456	0.004435081125
457	0.004425095986
458	0.004415866412
459	0.004409223282
460	0.004398022307
461	0.004387544952
462	0.004380728629
463	0.00436496555
464	0.004352741492
465	0.00434288935
466	0.004332753306
467	0.00431933004
468	0.004304678094
469	0.004293960629
470	0.00428525029
471	0.004273898205
472	0.004242479009
473	0.004233929449
474	0.004227883299
475	0.004220338892
476	0.004213094462
477	0.004204870929
478	0.004197166256
479	0.00418036
480	0.004171943249
481	0.004162245036
482	0.004151575492
483	0.004143307475
484	0.004135486292
485	0.004125350035
486	0.004118939337
487	0.004111676118
488	0.004100632458
489	0.004089437962
490	0.004081015071
491	0.004066295862
492	0.004056716231
493	0.00404731964
494	0.004041450232
495	0.00403649467
496	0.004030134933
497	0.00402439333
498	0.004015378829
499	0.004005380167
500	0.00399592242
501	0.003987166299
502	0.003980470584
503	0.003973538471
504	0.003966110184
505	0.003960992109
506	0.003954178296
507	0.00394541408
508	0.00393596342
509	0.003930429516
510	0.003921370552
511	0.00391491763
512	0.003905090838
513	0.003896779542
514	0.003890376322
515	0.00388246887
516	0.003871438961
517	0.003863738307
518	0.003856124026
519	0.003847786814
520	0.003842390145
521	0.003833080149
522	0.003827257826
523	0.003821246902
524	0.003812518809
525	0.00380623163
526	0.003800638418
527	0.003790865094
528	0.003785313603
529	0.003779323414
530	0.003774178758
531	0.003761500988
532	0.003755050098
533	0.003747128929
534	0.003742964708
535	0.003735503626
536	0.003727867745
537	0.003720570099
538	0.003714483475
539	0.003703908673
540	0.003698618238
541	0.00369257256
542	0.003687123062
543	0.003681829387
544	0.003676831794
545	0.003672433351
546	0.003662636485
547	0.003655530431
548	0.003647646143
549	0.003642156719
550	0.003638052037
551	0.003630051443
552	0.00362486045
553	0.003615711015
554	0.003611087637
555	0.003606923997
556	0.00360095853
557	0.003593642199
558	0.003589507358
559	0.003584482335
560	0.003580358621
561	0.003572831545
562	0.003565751262
563	0.003554668119
564	0.003548243778
565	0.003541572575
566	0.003536828388
567	0.003530649083
568	0.003515983342
569	0.00350857123
570	0.00350361242
571	0.003498437876
572	0.003492510694
573	0.003487624232
574	0.003478865406
575	0.003473759364
576	0.003467933697
577	0.003461874632
578	0.003456351558
579	0.003451560487
580	0.003445486851
581	0.003441127727
582	0.003436891253
583	0.003432948364
584	0.003426465614
585	0.003422307628
586	0.003417836603
587	0.003410484208
588	0.003406080819
589	0.003400760122
590	0.00339475276
591	0.003388228249
592	0.003384238236
593	0.003377856171
594	0.003373454443
595	0.003368974329
596	0.003359262047
597	0.003350603269
598	0.003346302954
599	0.003340388942
600	0.00333521965
601	0.00333027385
602	0.003325165249
603	0.003319242089
604	0.003314855288
605	0.003311130322
606	0.003306251674
607	0.003301592959
608	0.003296586972
609	0.003293145498
610	0.003287221194
611	0.003281848943
612	0.003276887928
613	0.003272295087
614	0.003269119376
615	0.003261981646
616	0.003257420143
617	0.003248751371
618	0.00324233978
619	0.003236124282
620	0.003230322716
621	0.00322280706
622	0.003219396425
623	0.00321538552
624	0.003210881212
625	0.003204600396
626	0.003198115234
627	0.003192453246
628	0.003188193739
629	0.003181472996
630	0.003176966613
631	0.003173460645
632	0.003167661562
633	0.003163985264
634	0.003159758084
635	0.003153150968
636	0.003147226337
637	0.003141792459
638	0.003136702883
639	0.003131484386
640	0.00312775523
641	0.003122683771
642	0.003119149687
643	0.003115355797
644	0.003109893596
645	0.003103373617
646	0.003099613707
647	0.003093810563
648	0.003085550565
649	0.003080715024
650	0.003075327073
651	0.003071273945
652	0.003064166361
653	0.003059768286
654	0.003055687244
655	0.00305106227
656	0.003046529506
657	0.003040839363
658	0.003036984995
659	0.00303175165
660	0.003026232024
661	0.003021605582
662	0.003018110776
663	0.003014001946
664	0.003009061107
665	0.00300280349
666	0.002999045974
667	0.002994235117
668	0.002990566772
669	0.002986977705
670	0.002983961445
671	0.002979810675
672	0.002976238838
673	0.002972945755
674	0.002965021848
675	0.002960477439
676	0.002955113262
677	0.002952396012
678	0.002947972433
679	0.00294102334
680	0.002935902197
681	0.002931602555
682	0.002928255718
683	0.002923833015
684	0.002920407577
685	0.002916855705
686	0.002911904967
687	0.002908080348
688	0.002903903818
689	0.002898605067
690	0.00289515687
691	0.00289235953
692	0.00288884632
693	0.002884388439
694	0.002879301873
695	0.002875024144
696	0.002871769965
697	0.002866687306
698	0.002862920386
699	0.00285957617
700	0.002853921787
701	0.00284983282
702	0.002846357763
703	0.002841937228
704	0.002816154039
705	0.002812628159
706	0.002809380867
707	0.002803833114
708	0.002799221029
709	0.002796426946
710	0.002792737889
711	0.002773569571
712	0.002770803388
713	0.002768142845
714	0.00276450351
715	0.002759763661
716	0.002757135502
717	0.002751919362
718	0.002749184784
719	0.00274583981
720	0.002740275257
721	0.002735436536
722	0.002730540535
723	0.00272777859
724	0.002724588855
725	0.002720327824
726	0.002716753339
727	0.002712305997
728	0.002709557809
729	0.002705885956
730	0.002703033553
731	0.002698987211
732	0.002694340619
733	0.00268787846
734	0.002684077903
735	0.002679014214
736	0.002675948514
737	0.002672367155
738	0.002669431254
739	0.002666682888
740	0.002663951083
741	0.002661015178
742	0.002656008543
743	0.002651036059
744	0.00264525188
745	0.002640525161
746	0.002634383765
747	0.002632208537
748	0.002629773545
749	0.002627061815
